.provi04;
16PA0301;PATIN CARRERA MARIA JOSE MOYA ALEMANIA
16PA0302;IMPLEMENTACION RUEDAS R. OSSANDON MARZO 2016 PATIN
16PA0303;IMPLEMENTACION MARIA JOSE MOYA
16PA0304;IMPLEMENTACION VALERIA RIFFO MARZO 2016 PATIN
16PA0401;PATIN CARRERA CONC. ALEMANIA ABRIL 2016
16PA0402;PATIN CARRERA ALEMANIA CONCENTRACION TECNICO FRANCISCO F.
16PA0501;PATINAJE ARTISTICO CONC. EUROPA Y ALEMANIA MAYO
16PA0502;HOCKEY PATIN CONC NACIONAL IQUQUE MAYO 2016
16PA0503;IMPLEMENTACION EMANUELLE SILVA MAYO 2016
16PA0601;HOCKEY PATIN ESPAãA JUNIO 2016
16PA0602;PATINAJE ARTISTICO BRASIL  JUNIO 2016
16PA0701;PATIN CARERRA ALEMANIA MARIA JOSE MOYA JULIO 2016
16PA0702;(PATIN CARRERA) COLOMBIA- CHINA
16PA0801;(PATIN CARRERA) ZURICH- NANJING
16PA0901;(PATIN HOCKEY) MUNDIAL IQUIQUE - CHILE
16PA0902;PATINAJE ARTISTICO SEPTIEMBRE 2016 ITALIA
16PA1101;PATIN SOBRE HIELO 2016 ALEMANIA
16PA1201;IMPLEMTACION PATIN CARRERA EMANUEL SILVA
16PA1202;(PATIN HOCKEY) DICIEMBRE 2016 ARGENTINA
16PM0201;PENTATLON MOD FEB ESPAãA
16PM0301;(PENTATLON MODERNO) ACT 1 BRASIL- ARGENTINA MARZO
16PM0500;
16PM0501;(PENTATLON MODERNO) ESPAãA RUSIA MAYO
16PM0901;PENTATLON MOD SEPTIEMBRE EGIPTO
16PM1101;PENTATLON MODERNO NOVIEMBRE 2016 ARGENTINA
16POS030;
16PS0101;PESAS 2016 ENERO BRASIL
16PS0102;PESAS 2016 ENERO ASIGNACIONES
16PS0201;PESAS 2016 FEB ASIGNAC NAC
16PS0301;PESAS 2016 MARZO ASIGNAC
16PS0401;PESAS 2016 ABRIL BRASIL
16PS0402;PESAS 2016 ABRIL BRASIL
16PS0403;PESAS ABRIL EL SALVADOR
16PS0404;PESAS 2016 ABRIL FECHIPETOP
16PS0501;PESAS FECHIPE TOP MAYO 2016
16PS0510;
16PS0601;PESAS JUNIO 2016
16PS0602;PESAS JUNIO 2016 FECHIPE TOP
16PS0701;PESAS JULIO 2016
16PS0702;PESAS JULIO 2016 FECHIPE TOP
16PS0801;PESAS AGOSTO 2016 FECHIPE TOP
16PS1001;PESAS OCTUBRE PENANG MALASIA
16PS8010;
16PV0403;
16R70101;RUGBY 7 2016 ENERO ARGENTINA
16R70201;RUGBY 7 2016 FEB USA
16R70301;RUGBY 7 2016 MARZO BRASIL
16R70401;RUGBY VARONES CATHAY PACIFIC HSBC HONG KONG ABRIL 2016
16R70601;RUGBY VARONES JUNIO 2016
16R71101;RUGBY DAMAS MONTEVIDEO URUGUAY
16R71201;RUGBY PUNTA DEL ESTE
16R71202;RUGBY VARONES MONTEVIDEO URUGUAY
16rm0100;
16RM0101;REMO 2016 ENERO VALDIVIA
16RM0102;REMO 2016 ENERO VALDIVIA
16RM0201;REMO 2016 FEB. C.NAC. VALDIVIA
16RM0202;REMO 2016 FEB C.NACION. CURUAUMA
16RM0301;REMO CURAUMA
16RM0401;REMO 2016 ABRIL ITALIA
16RM0601;REMO 2016 JUNIO VALPO GRUPO OLIMPICO
16RM0701;REMO 2016 JULIO CURAUMA GM
16RM0801;REMO 2016 AGOSTO HOLANDA
16RM1201;REMO CURAUMA CHILE DICIEMBRE
16RQ0101;(RACQUETBOL) CONCENTREADO EEUU ENERO
16RQ0201;(RACQUETBOL) CONCENTRADO EEUU FEBRERO
16RQ0301;(RACQUETBOL) ACT 1 MEXICO MARZO
16RQ0302;(RACQUETBOL) CONCENTRADO EEUU MARZO
16RQ0401;(RACQUETBOL) CONCENTRADO EEUU ABRIL
16RQ0501;(RACQUETBOL) CONCENTRADO EEUU MAYO
16RQ0601;(RACQUETBOL) CONCENTRADO EEUU JUNIO
16RQ0701;(RACQUETBOL) CONCENTRADO EEUU JULIO
16RQ0801;(RACQUETBOL) CONCENTRADO EEUU AGOSTO
16RQ0901;(RACQUETBOL) CONCENTRADO EEUU SEPTIEMBRE
16RQ1001;(RACQUETBOL) CONCENTRADO EEUU OCTUBRE
16RQ1101;(RACQUETBOL) CONCENTRADO EEUU NOVIEMBRE
16RQ1201;(RACQUETBOL) CONCENTRADO EEUU DICIEMBRE
16SF0301;(SURF) ACT 1 ARGENTINA MARZO
16SK0101;(SKI SLOPSTYLE) ACT 1 ENERO USA
16SK0102;(SKI SLOPSTYLE) CONCENTRADO INTERNACIONAL USA
16SK0103;(SKI ALPINO) ACT 3 ENERO CONCENTRADO Y COPA ITALIA
16SK0104;(SKI ALPINO) ACT 4 ENE COPA DEL MUNDO SUIZA
16SK0105;(SKI ALPINO) ACT 5 ENE CONC TARBICIO- ITALIA
16SK0106;(SKI ALPINO) ACT 6 ENE CONC Y COPA CANADA
16SK0107;(SKI CROSS) ACT 7 ENE CONC FRANCIA - SUIZA
16SK0108;(SKI SNOWBOARD) ACT 8 ENE CONC EEUU
16SK0109;(SKI SLOPSTYLE) ACT 9 ENE COPA DEL MUNDO EEUU
16SK0201;(SKI ALPINO) ACT 1 FEB CONC Y COPA COREA- FRANCIA
16SK0202;(SKI SLOPSTYLE) ACT 2 FEB CONC KOREA
16SK0203;(SKI) CROSS ACT 3 SEOUL- COREA FEBRERO
16SK0204;(SKI ALPINO) RUSIA FEBRERO
16SK0205;(SKI) F.SLOPESTYLE ACT 5 COREA FEBRERO
16SK0206;(SKI) CROSS ACT 6 IDRE- SUECIA FEBRERO
16SK0207;(SKI) SNOWBOARD ACT 7 BOSTON- USA FEBRERO
16SK0208;(SKI ALPINO) ACT 8 PARTICIPACION MUNDIAL JUNIOR FEBRERO
16SK0301;(SKI) ALPINO ACT 01 SUIZA MARZO
16SQ0201;SQUASH 2016 FEB COLOMBIA
16SQ0202;SQUASH 2016 FEB G.DELGADO
16TA0301;TIRO CON ARCO 2016 MARZO GUATEMALA
16TB0301;TIRO BLANCO MARZO SALVADOR
16TB0401;COPA DEL MUNDO - PREOLIMPICO BRASIL ABRIL
16TB0501;TIRO BLANCO 2016 MAYO ALEMANIA
16TB0701;TIRO BLANCO 2016 JULIO EL SALVADOR
16TB0901;PARTICIPACION GRAND PRIX AREQUIPA - PERU
16TC0101;TENIS 2016 GIRA SUDAM ENERO
16TC0102;TENIS 2016 ENERO GIRA SUDAM SUB 16
16TC0103;TENIS 2016 ENERO GIRA SUDAM SUB 14
16tc0104;TENIS 2016 ENERO USA-COLOM-REP-DOMI-BRA
16TC0105;TENIS 2016 ENERO USA J.C.SAEZ
16TC0120;
16TC0201;TENIS 2016 FEBRERO BRASIL FDA BRITO
16TC0202;TENIS 2016 FEB BRASIL
16TC0203;TENIS 2016 FEB USA
16TC0204;TENIS 2016 FEB ITA-POLO-FRAN
16TC0205;TENIS 2016 FEB BOLIVIA
16TC0206;TENIS 2016 FEB ARGENTINA
16TC0207;TENIS 2016 FEB PARAG BRA SUB 14
16TC0208;TENIS 2016 FEB PARAG BRAS SUB 16
16TC0209;TENIS 2016 FEB PARAG-BRAS-ARG SUB 18
16TC0301;TENIS 2016 MAR BRASIL-ARGENTINA
16TC0302;TENIS 2016 MARZO BRASIL
16TC0303;TENIS 2016 MAR BRASIL
16TC0304;TENIS 2016 MAR MARRUECOS
16TC0401;TENIS 2016 ABRIL COLOMBIA
16TC0402;TENIS 2016 ABRIL ITALIA
16TC0403;TENIS 2016 ABRIL USA
16TC0404;TENIS 2016 ABRIL ARGENTINA
16TC0501;TENIS 2016 MAYO EUROPA
16TC0502;TENIS 2016 MAYO EUROPA (JARRY)
16TC0503;TENIS 2016 MAYO ITALIA-ALEMANIA
16TC0504;TENIS 2016 MAYO EUROPA FDA.BRITO
16TC0601;TENIS 2016 EUROPA JUNIO
16TC0602;TENIS 2016 JUNIO COLOMBIA (TECNICO)
16TC0603;TENIS 2016 JUNIO EUROPA
16TC0701;TENIS 2016 EUROPA PODLIPNIK
16TC0801;TENIS 2016 AGOSTO USA PODLIPNIK
16TC1001;TENIS 2016 USA-CL-BOLIV-COLOM GUARACHI
16TC1101;TENIS 2016 NOVIEMBRE COLOMB-URUG
16TC1102;TENIS CAMPO 2016 COLOMBIA URUGUAY MALLA
16TC1103;TENIS 2016 PERU ECUAD URUG PODLIPNIK
16TC1104;TENIS 2016 ESPAãA PODLIPNIK
16TF0105;
16TK0101;
16TK0201;TKD 2016 FEB CANADA-MEX
16TK0301;TKD 2016 MARZO R.METROPOLITANA
16TK0401;TKD 2016 ABRIL ESPAãA-ALEMANIA
16TK0402;TKD 2016 IMPLEMENTACION I.MORALES
16TK0501;TKD 2016 MAYO FRANCIA
16TK0502;TKD 2016 MAYO IMPLEM. I. MORALES
16TK0601;TKD 2016 MEXICO JUNIO
16TK0701;TAEKWONDO JULIO AUSTRALIA 2016
16TK0702;TAEKWONDO JULIO 2016 ARGENTINA
16TK0801;TKD CAMPEONATO OPEN COSTA RICA
16TK1001;TAEKWONDO PORTLAND USA
16TM0101;TENIS MESA 2016 ENERO PTO RICO
16TM0102;TENIS MESA 2016 ENERO REPATRIAC
16TM0201;TENIS MESA 2016 FEB MALASIA
16TM0202;TENIS DE MESA 2016 K LOW
16TM0203;
16TM0204;TENIS DE MESA 2016 D ORTEGA
16TM0205;TENIS DE MESA 2016 J OLIVARES
16TM0206;TENIS DE MESA 2016 J LAMADRID
16TM0301;TENIS MESA 2016 MARZO PARAGUAY
16TM0302;
16TM0401;TENIS MESA 2016 ABRIL POLONIA
16TM0601;TENIS MESA 2016 JUNIO GUATEMALA
16TM0801;TENIS DE MESA REP CHECA AGOSTO
16TM0802;TENIS DE MESA  EUROPA J LAMADRID
16TM0807;PARTICIPACION ITTF WORLD TOUR OLOMOUC-REP CHECA
16TM0901;TENIS DE MESA 2016 MEDELLIN COLOMBIA
16TM0902;TENIS DE MESA 2016 SANTIAGO CHILE
16TM0903;TENIS DE MESA 2016 GALICIA ESPAãA
16TM1101;TENIS DE MESA LINZ AUSTRALIA
16TR0101;TRIATLON 2016 ENERO ARGENTINA
16TR0102;TRIATLON 2016 ENERO ARGENTINA 2
16TR0103;TRIATLON 2016 ENERO PUCON
16TR0201;TRIATLON 2016 B.RIVEROS FEB AUSTRALIA
16TR0202;TRIATLON 2016 FEB ARGENTINA
16TR0203;TRIATLON 2016 FEB AUSTRALIA-NVA ZELAN
16TR0301;TRIATLON 2016 MARZO NVA ZEL-EMIRATOS
16TR0302;TRIATLON 2016 MARZO PORTUGAL
16TR0303;TRIATLON 2016 MAR F. BARRAZA AUSTRAL
16TR0304;TRIATLON 2016 MAR NVA. ZEL-CHINA
16TR0305;TRIATLON 2016 MAR ALEMANIA
16TR0401;TRIATLON 2016 ABRIL NVA ZELA-AUSTRA
16TR0402;TRIATLON 2016 ABR CHINA-USA-MEXICO
16TR0403;TRIATLON 2016 ABRIL CHINA
16TR0404;TRIATLON 2016 ABRIL ALEMANIA
16TR0501;TRIATLON 2016 MAYO AUSTR-JAP-ESP
16TR0502;TRIATLON 2016 MAYO ALEMANIA
16TR0601;TRIATLON 2016 JUNIO ESPAãA-INGLATE
16TR0602;TRIATLON 2016 JUNIO ALEMANIA
16TR0701;TRIATLON 2016 JULIO SUEC-HOL-ESP
16TR0801;TRIATLON 2016 AGO CANADA
16TR0901;TRIATLON 2016 MEXICO ECUADOR J.MARTIN
16TR0902;TRIATLON 2016 ECUADOR SUB 23 DAMAS
16TR0903;TRIATLON 2016 SEPT MEXICO- ECUADOR C.SALAZAR
16TR1001;TRIATLON 2016 OCTUBRE USA (BARRAZA)
16TR1002;TRIATLON 2016 ALEMANIA C.IãIGUEZ
16TR1003;TRIATLON 2016 B.RIVEROS
16TR1101;TRIATLON 2016 ALEMANIA C.IãIGUEZ
16TR1102;TRIATLON 2016 B. RIVEROS AUSTRALIA NOV
16TR1201;TRIATLON 2016 B. RIVEROS AUSTRALIA DIC
16TV0101;TIRO AL VUELO 2016 ENERO ENTREN STGO
16TV0301;TIRO VUELO 2016 MARZO CHIPRE
16TV0401;TIRO AL VUELO COPA DEL MUNDO PREOLIMPICO BRASIL 2016 ABRIL
16TV0501;TIRO AL VUELO 2016 MAYO ITALIA
16TV0701;TIRO AL VUELO JULIO 2016 ITALIA
16tv1101;TIRO AL VUELO LIMA PERU
16TX0101;
16VF0000;
16VF0101;VOLEIBOL PISO 2016 ENERO ARGENTINA DAMAS
16VF0301;VOLEIBOL 2016 MARZO HC
16VF0501;VOLEIBOL PISO COPA PANAMERICANA MEXICO 2016
16VF0601;VOLEIBOL PISO JUNIO 2016
16VF0701;VOLEIBOL 2016 JULIO PERU
16VF0801;VOLEIBOL 2016 FEMENINO PERU
16VF0901;VOLEIBOL 2016 MASC GUANAJUATO
16VF1001;VOLEIBOL 2016 OCTUBRE PERU
16VF1002;VOLEIBOL PISO 2016 BRASIL DAMAS
16VL0101;VELA 2016 ENERO USA -470
16VL0102;VELA 2016 ENERO USA - 49ER FX
16VL0103;VELA 2016 ENERO USA - 470
16VL0104;VELA 2016 ENERO USA - 49ER
16VL0105;VELA 2015 ENERO USA- LASER RAD
16VL0301;VELA LIGHT MARZO USA
16VL0401;VELA ABRIL ARGENTINA
16VL0402;VELA 2016 ABRIL ARGENTINA
16VL0403;VELA 2016 ABRIL ESPAãA
16VL0404;VELA 2016 ABRIL ESPAãA
16VL0405;VELA 2016 ABRIL ESPAãA
16VL0501;VELA 2016 MAYO 470 ITALIA
16VL0502;VELA 2016 J24 MAYO USA
16VL0503;VELA 2016 STANDARD ITALIA
16vl0504;VELA 2016 470 BRASIL MAYO
16VL0601;VELA BRASIL 470
16VL0602;VELA 2016 ALEMANIA LASER STAND
16VL0603;VELA 2016 49 ER FX BRASIL
16VL0604;VELA 2016 49ER BRASIL
16VL0605;VELA 2016 OPTIMIST PORTUGAL JUNIO
16VL0606;VELA 2016 JUNIO 470FEM BRASIL
16VL0607;HONORARIOS COACH LIGHTING TITO GONZALEZ
16VL0701;VELA 2016 LASER RADIAL IRLANDA
16VL0702;VELA 2016 OPTIMIST ANTIGUA
16VL0703;VELA 2016 470 BRASIL FEM
16VL0704;VELA 2016 STANDARD BRASIL
16VL0705;VELA 2016 SUNFISH JULIO US
16VL0706;VELA 2016 JULIO 49ER BRASIL
16VL0707;VELA 2016 470 MASC BRASIL
16VL0801;VELA 2016 LASER STD ALEMANIA
16VL0802;VELA 2016 LASER RADIAL ALEMANIA
16VL0803;VELA 2016 AGOSTO LIGHTNING USA
16VL0804;HONORARIOS COACHING FEES MATIAS DEL SOLAR
16VL0805;HONORARIOS VELA 49ER AGOSTO
16VL0806;HONORARIOS VELA J24 AGOSTO
16VL0870;
16VL0901;VELA 2016 SEPTIEMBRE J24
16VL1001;VELA 2016 SNIPE OCTUBRE ARGENTINA
16VL1002;VELA 2016 OPTIMIST ARGENTINA OCTUBRE
16vl1003;VELA 2016 IMPLEMENTACION OCTUBRE
16VL1004;VELA 2016 LIGHTNING OCTUBRE V VALPO
16VL1005;
16VL1006;VELA LIGHTNING ALGARROBO GRUPO 1
16VL1007;VELA 2016 RSX COQUIMBO
16VL1101;VELA 2016 SUNFISH COLOMBIA
16VL1102;VELA 2016 RSX ARGENTINA
16VL1103;VELA 2016 LASER STD VALPO
16vl1104;VELA 2016 STANDARD ARGENTINA
16VL1201;VELA 2016 LASER RADIAL NVA ZELANDA
16VP0101;VOLEIBOL PLAYA 2016 ENERO BRASIL
16VP0102;VOLEIBOL PLAYA 2016 ENERO ENTREN STGO
16VP0201;VOLEY PLAYA 2016 PERU-BRASIL
16VP0202;VOLEY PLAYA 2016 FEB PERU
16VP0301;VOLEY PLAYA 2016 MAR ARGENT
16VP0302;VOLEY PLAYA 2016 MAR ARGENTINA
16VP0303;VOLEY PLAYA 2016 MAR COLOMBIA
16VP0401;VOLEIBOL PLAYA SUDAMERICANO PARAGUAY ABRIL 2016
16VP0402;VOLEY PLAYA 2016 ABRIL PARAGUAY
16VP0403;VOLEY PLAYA 2016 ABRI CHINA-BRASIL
16VP0404;VOLEY PLAYA 2016 ABRIL BRASIL
16VP0501;VOLEY PLAYA 2016 MAYO BOLIVIA
16VP0502;VOLEY PLAYA 2016 MAYO USA-RUSIA-ALEMANIA
16VP0503;
16VP0601;VOLEY PLAYA 2016 BOLIVIA FEM
16VP0602;VOLEY PLAYA ARGENTINA MASC
16VP0603;VOLEY PLAYA 2016 JUNIO ARGENTINA FEM
16VP0604;
16VP0701;VOLEY PLAYA 2016 JULIO BRASIL
16VP0801;VOLEY PLAYA 2016 AGOSTO USA GRIMALT
17001401;APOYO DEPORTISTAS ENERO 2017
17008001;APOYO DEPORTISTAS ENERO - ABRIL
17008101;PRESENTACION ISLA DE PASCUA
17008200;HEAD COACH 2017
17008201;HEAD COACH BOXEO JESUS MARTINEZ
17008202;HEAD COACH DANIEL GARIMALDI - NATACION KK
17008203;HEAD COACH BERNARD CHARREYRE - RUGBY
17008204;HEAD COACH ALFREDO CASTRO - HOCKEY CESPED DAMAS
17008205;HEAD COACH CARLOS GARRIDO - VOLEIBOL PLAYA
17008206;HEAD COACH MARTIN FREDERICK - TIRO CON ARCO
17008207;HEAD COACH TANNEGUY BENET - ESQUI NAUTICO
17008208;HEAD COACH GEORGI PANCEHV - PESAS
17008209;HEAD COACH BIENVENIDO FRONT - REMO
17008210;HEAD COACH SERGIO VIGIL - HOCKEY CESPED VARONES
17008211;HEAD COACH RAUL PEINADOR - ESGRIMA
17008212;HEAD COACH MATEO GARRALDA - BALONMANO
17008213;HEAD COACH DOBBIN SHAUN - PATIN CARRERA M MOYA
17008214;HEAD COACH GUSTAVO AGUILERA - PATIN CARRERA EMANUELLE SILVA
17008215;HEAD COACH EUGENIO MONTERO - LUCHA
17008216;HEAD COACH NESTOR ALMANZA - LUCHA
17008217;HEAD COACH DANIEL FROLA - BALONCESTO
17008218;HEAD COACH LEONARDO ZULETA - TENIS DE CAMPO
17008219;HEAD COACH DANIEL NEJAMKIN - VOLEIBOL PISO VARONES
17008220;DIRECTOR TECNICO RODRIGO QUINTANILLA - PATIN HOCKEY
17008221;ENTRENADOR GIMNASIA RODRIGO LAGOS
17008222;HEAD COACH TENIS DE CAMPO CARLOS MARCHANT
17011401;ADMINISTRACION ADO 2017
17011801;PLANES TECNICOS 2017
17013600;
17013601;BALONMANO PDE 2017 RECURSO HUMANO
17013610;
17014510;
17015001;BALONMANO 2017 PRODUCTO 1
17015002;MENBRESIA BALONMANO PDE 2017
17015003;PASAJES DAMAS VARONES URUGUAY
17015004;PASAJES DAMAS Y VARON PARAGUAY
17015005;VIATICO DAMAS BALONMANO
17015006;VIATICOS VARONES BALONMANO
17015007;VIATICOS VARONES BALONMANO
17015008;VIATICO VARONES Y DAMAS BALONMANO
17015009;VIATICO DAMAS Y VARONES BALONMANO
17015100;ENTRENADORES 2017
17015101;KINESIOLOGA GIMNASIA JAVIERA MAYA
17015102;ENTRENADOR ATLETISMO AUGUSTO COURBIS
17015103;ENTRENADOR ATLETISMO JORGE GROSSER
17015104;ENTRENADOR ATLETISMO MARIO RODRIGUEZ
17015105;ENTRENADOR ATLETISMO JUAN PABLO RAVEAU
17015106;ENTRENADOR ATLETISMO JUAN RIVERA
17015107;ENTRENADOR ATLETISMO MARIO SALDIAS
17015108;ENTRENADOR ATLETISMO TERESA SANDOVAL
17015109;ENTRENADOR ATLETISMO CARLOS WARNKE
17015110;ENTRENADOR ATLETISMO JULIA DEL RIO
17015111;ENTRENADOR ATLETISMO GUIDO NUãEZ
17015112;ENTRENADOR ATLETISMO CARLOS MORENO
17015113;ENTRENADOR ATLETISMO TULIO MOYA
17015114;ENTRENADOR ATLETISMO GERARDO SAN JOSE
17015115;ENTRENADOR ATLETISMO DULCE GARCIA
17015116;ENTRENADOR ATLETISMO FELIPE DE LA FUENTE
17018001;APOYO A DEPORTISTAS FEBRERO A JULIO 2017
17021200;CONTRATACION HEAD COACH Y ENTRENADORES 2017
17021201;HEAD COACH DRISS EL MANNANI
17021202;HEAD COACH EDUARDO GUILLAUME
17021203;HEAD COACH IGNACIO ANIZ
17021204;HEAD COACH RAMON ARIAS
17021205;HEAD COACH EVIDIO GONZALEZ
17021301;AD 2017 ACTIVIDADES MARZO A DICIEMBRE
17021901;PANAMERICANOS JUVENIL BALONMANO 2017
17023101;APOYO A DEPORTISTAS 2017 ABRIL-SEPTIEMBRE
17024401;APOYO A DEPORTISTAS 2017 VARIOS MAYO-JUNIO
17024501;ASIGNACION PESAS FECHIPETOP MARZO A MAYO
17025601;REMO APOYO DEPORTISTAS 2017 JUNIO-AGOSTO
17026300;HEAD COACH Y ENTRENADORES 2017
17026301;HEAD COACH BASQUETBOL WARREN ESPINOZA
17026302;HEAD COACH JUDO JEROME HENRIC
17026303;JEFE TECNICO SALTOS ORNAMENTALES JUAN ESCOBAR
17026401;KARATE CONCENTRADO Y PARTICIPACIONES 2017
17026501;APOYO A DEPORTISTAS 2017 JUNIO
17026601;JUDO AD 2017 CONCENTRADOS Y PARTICIPACIONES
17026701;PDE PARALIMPICA-KARATE-TENIS PLAYA
17026702;KARATE IMPLEMENTACION
17028101;APOYO A DEPORTISTAS 2017 JULIO
17028501;LEVANTAMIENTO PESAS  PANAMERICANO MIAMI
17028601;APOYO DEPORTISTAS 2017 PREP JJPP
17041800;
17047901;LIGA BALONMANO 2017 ACT 1
17047902;LIGA BALONMANO 2017 ACT 2
17047903;LIGA BALONMANO 2017 ACT 3
17047904;LIGA BALONMANO 2017 ACT 4
17047905;LIGA BALONMANO 2017 ACT 5
17050040;PASAJES DAMAS Y VARON PARAGUAY
17082170;
170VL030;
17136010;
17401360;
174BL060;
174TR070;
17843910;
17AQT041;
17AT0000;ATLETISMO 2017 JUNIO RELEVOS
17AT0101;ATLETISMO LANZAMIENTO ENERO 2017 TEMUCO CHILE
17AT0201;ATLETISMO 2017 N. DUCO CUBA
17AT0202;ATLETISMO NACIONAL VALDIVIA (SEPULVEDA)
17AT0205;ATLETISMO 2017 COLOMBIA (TELLO)
17AT0302;ATLETISMO 2017 MEXICO (ARAYAS)
17AT0303;ATLETISMO 2017 ARGENTINA MANSILLA
17AT0304;ATLETISMO 2017 ARGENTINA GALLARDO IVANNA
17AT0305;ATLETISMO 2017 MA.PAZ RIOS CUBA
17AT0306;ATLETISMO 2017 USA BARROILHET
17AT0307;ATLETISMO 2017 ARGENTINA M.GARCIA
17AT0308;ATLETISMO 2017 ARGENTINA MUSE f.
17AT0404;ATLETISMO COLOMBIA ALVARO CORTEZ ABRIL 2017
17AT0405;ATLETISMO COLOMBIA SERGIO ALDEA ABRIL 2017
17AT0406;ATLETISMO 2017 ABRIL COLOMBIA GERMAIN
17AT0408;ATLETISMO COLOMBIA MACARENA REYES  ABRIL 2017
17AT0409;ATLETISMO COLOMBIA RODRIGO CARDENAS ABRIL 2017
17AT0411;ATLETISMO COLOMBIA  MATIAS LOPEZ ABRIL 2017
17AT0416;ATLETISMO 2017 ARGETINA (C. BRAVO)
17AT0418;ATLETISMO BOLIVIA VICTOR ARAVENA ABRIL 2017
17AT0502;ATLETISMO 2017 MAYO H. MANSILLA ALEMANIA
17AT0512;ATLETISMO 2017 MAYO ESPAãA CARLOS DIAZ
17AT0601;ATLETISMO 2017 JUNIO PARAGUAY (GALLARDO)
17AT0602;ATLETISMO 2017 JUNIO COLOMBIA (I.JIMENEZ)
17AT0608;
17AT0610;ATLETISMO 2017 JUNIO ESPAãA (DUCO)
17AT0611;ATLETISMO 2017 JUNIO CALAMA (FONDO)
17AT0612;
17AT0631;
17AT0701;ATLETISMO 2017 AGOSTO ESPAãA-G.BRETAãA CORREA
17AT0702;ATLETISMO 2017 JULIO ESPAãA (GALLARDO)
17AT0703;ATLETISMO 2017 JUNLIO ESPAãA JIMENEZ
17AT0704;ATLETISMO 2017 JULIO ARAYA COLOMBIA
17AT0705;ATLETISMO 2017 JULIO ESPAãA (SEPULVEDA)
17AT0707;ATLETISMO 2017 JULIO TRUJILLO
17AT0709;ATLETISMO 2017 JULIO SALTOS ESPAãA
17AT0710;ATLETISMO 2017 JULIO PERU
17AT0711;ATLETISMO 2017 KENIA LANZAMIENTO
17AT0802;ATLETISMO 2017 AGOSTO LONDRES
17AYT040;
17BK0501;
17BL0101;GIRA PREVIA POLONIA DINAMARCA FRANCIA BALONMANO MASCU
17BL0201;PASAJE TECNICO BALONMANO FEBRERO 2017
17BL0301;BALONMANO JUNIOR PARAGUAY MARZO 2017
17BL0401;BALONMANO VARONES ARG ABRIL 2017
17BL0501;BALONMANO REPATRIACIONES DAMAS
17BL0502;BALONMANO BRASIL MAYO 2017
17BL0503;
17BL0601;BALONMANO PANAMERICANO ARG JUNIO 2017
17BL0701;BALONMANOCONC BRASIL-GEO-MUNDIAL ARGELIA - MUNDIAL GEORGIA
17BL0702;BALONMANO BRASIL JULIO REPATRIACION
17BL0704;BALONMANO 2017 PASAJE IGNACIO ANIZ
17BQ0601;BASQUETBOL ECUADOR BOLIVIA JUNIO 2017
17BQ0602;REPATRIACION BASQ. ARROYO-LORCA-PIMENTEL
17BQ0603;BASQUETBOL 2017 REPATRIACIONES
17BQ0701;CONCENTRADO ARG. Y SUD. PERU JULIO 2017
17BX0501;BOXEO CUBA HONDURAS MAYO JUNIO 2017
17CC0101;CICLISMO RUTA ENERO 2017 ARGENTINA
17CC0201;CICLISMO PAOLA MUãOZ FEBRERO 2017 BELGICA
17CC0202;CICLISMO RUTA FEBRERO 2017 COLOMBIA
17CC0301;CICLISMO BMX COPA LATINOAMERICANA RIOBAMBA  - ECUADOR
17CC0302;CICLISMO MTB MARZO 2017 COLOMBIA
17CC0303;CICLISMO PAOLA MUãOZ MARZO 2017 BELGICA
17CC0401;CICLISMO PISTA ABRIL 2017 CHINA
17CC0405;CICLISMO PAOLA MUãOZ MAYO 2017 ESPAãA
17CC0406;CICLISMO RUTA MAYO 2017 REP DOMINICANA
17CC0501;CICLISMO MAYO 2017 HOLANDA - BELGICA
17CC0601;CICLISMO BMX JUNIO 2017 ARGENTINA
17CC0701;CICLISMO BMX CONCENTRADO R.URRUTIA USA
17CC0702;CICLISMO PAOLA MUãOZ JULIO 2017 ALEMANIA
17CC0703;CICLISMO PISTA Y RUTA JULIO 2017 CONCENTRADO NACIONAL
17CC0704;CICLISMO BMX JULIO 2017 USA
17CC0705;CICLISMO PAOLA MUãOZ JULIO 2017 COSTA RICA
17CC2016;
17CL0401;
17CN0301;CANOTAJE HEAD COACH 2017
17ED0801;ASIGNACION ESCALADA DEPORTIVA TOMAS RAVANAL
17ED0802;CAMPEONATO MUNDIAL JUVENIL ESCALADA INNSBRUCK
17GM0701;GIMNASIA RITMICA JUVENIL JULIO 2017 ECUADOR
17GM0801;GIMNASIA GAF-GAF LIMA PERU AGOSTO
17GM0802;
17HEADHC;
17JD0301;JUDO PANEMERICANO OPEN BUENOS AIRES MARZO
17JD0302;JUDO PARTICIPACION INTERNACIONAL OPEN LIMA PERU
17JD0303;JUDO COPA DEL MUNDO JUNIOR LIMA PERU
17JD0401;CONCENTRADO PREVIO BRASIL Y PARTICIPACION PANAMERICANO PANAM
17JD0601;JUDO GIRA EUROPEA (ESPAãA-BIELORUSIA-HUNGRIA)
17JD0603;JUDO CONCENTRADO MEXICO Y PANAMERICANOS PANAMA CANCUN
17JD0801;PARTICIPACION EN COMPETENCIA INTERNACIONAL CUENCA ECUADOR
17KT0000;
17KT0301;KARATE PARTICIPACION INTERNACIONAL PREMIER LEAGUE ROTTERDAM
17KT0401;KARATE ABRIL 2017 EEUU
17KT0402;KARATE MADRID - RABAT R. ROJAS - DRISS BAHI
